season,event_code,league,event_title,zone_id,zone_name,zone_type,group_id,group_name,player_id,player_name,player_rank,player_score,team_id,team_name,college_name,college_logo
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2601,A,126015,A15,20,7.9,960015,MA,南华大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/3a47924a-603f-4784-a891-9d35a89b2f72
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2601,A,126016,A16,17,9.235,960016,TCR,厦门大学嘉庚学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/74fa4796-2b58-4d72-8b60-2150168b72fe
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126017,B1,2,23.3,960017,华南虎,华南理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/b81c5a92-dc8f-479d-97b4-d531a39ce70b
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126018,B2,14,12.975,960018,GIRT,桂林信息科技学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/d3dc9ad2-09a2-4a2a-b9cd-8ceee5baa400
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126019,B3,7,17.0,960019,IMCA,五邑大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525678640816-logo_glod_800x800.png
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126020,B4,31,4.0,960020,PFA,厦门理工学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525679388670-logo_red_800x800.png
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126021,B5,3,20.1,960021,Taurus,华南农业大学,https://hz-rm-bbs-web-prod.oss-cn-hangzhou.aliyuncs.com/c8db6f26e28841fba220adc7710b07871762017323697/img_v3_02rk_5db0ce6e-139d-4242-ac48-5a2a0e25056g.png
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126022,B6,26,5.25,960022,士继DREAMER,重庆理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525679268288-logo_blue_800x800.png
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126023,B7,8,16.64,960023,RoboBraver,电子科技大学中山学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/6784aac0-42fc-4ffd-9e1c-cc27427022e3
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126024,B8,27,4.65,960024,ICBK破冰船,广州航海学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/4b1cd184-22e5-4e62-b74c-b826d16415fe
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126025,B9,30,4.13,960025,珞珈狐,武汉大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/4e720dc7-05b2-45d8-be42-f91ce2fd40ed
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126026,B10,22,6.85,960026,逐曦,湘潭大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/6ee9d64c-9844-47d0-bfa7-4e428fc6d025
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126027,B11,9,15.7,960027,Passion,南昌大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525699199414-logo_blue_800x800.png
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126028,B12,32,3.9,960028,RCS,厦门大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/04926f4b-2f6d-4691-b45d-502cc1e11f34
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126029,B13,11,14.365,960029,Evolution,桂林电子科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525673879563-logo_blue_800x800.png
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126030,B14,15,10.56,960030,军临,国防科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/b25088a6-06fd-41a3-883f-bfbf29e7383f
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126031,B15,21,7.85,960031,悍匠,深圳技术大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/d6d0f220-ef43-4e8b-9805-bf5d2e516b06
2026,2026RMUC,RMUC,RoboMaster 2026 超级对抗赛,660,南部赛区,GROUP_ZONE,2602,B,126032,B16,18,8.61,960032,ACE,东莞理工学院,https://rm-static.djicdn.com/games-backend/ef8c032e-9c30-467d-afc0-81ee5475cfe3
