season,event_code,league,zone_id,zone_name,group_name,group_order,college_name,college_logo,team_name,w_d_l,wins,opponent_points,avg_base_hp_diff,avg_outpost_hp_diff,avg_team_damage,metrics_json
2025,2025RMUC,RMUC,565,南部赛区,A组,11,仲恺农业工程学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667218422-logo_green_800x800.png,奇点,2/0/3,2,-1,-1104,113,4255,"{""对手分"": -1, ""局均全队总伤害血量"": 4255, ""局均总前哨站净胜血量"": 113, ""局均总基地净胜血量"": -1104, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,565,南部赛区,A组,12,桂林理工大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525675274637-logo_blue_800x800.png,群星,1/0/3,1,1,-1285,-309,2658,"{""对手分"": 1, ""局均全队总伤害血量"": 2658, ""局均总前哨站净胜血量"": -309, ""局均总基地净胜血量"": -1285, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,565,南部赛区,A组,13,云南大学,https://rm-static.djicdn.com/games-backend/1be57e6f-a974-4a97-83cf-8a5f900a7bb5,Future,1/0/3,1,0,-1008,-194,3863,"{""对手分"": 0, ""局均全队总伤害血量"": 3863, ""局均总前哨站净胜血量"": -194, ""局均总基地净胜血量"": -1008, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,565,南部赛区,A组,14,深圳技术大学,https://rm-static.djicdn.com/games-backend/e1f59470-ac77-44e7-92e4-2fff8d9f5df3,悍匠,1/0/3,1,-12,-1234,0,3335,"{""对手分"": -12, ""局均全队总伤害血量"": 3335, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -1234, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,565,南部赛区,A组,15,深圳职业技术大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c4e80f93-0bbb-49b4-b391-0b6671351c1b,RCIA,0/0/3,0,2,-658,-371,2157,"{""对手分"": 2, ""局均全队总伤害血量"": 2157, ""局均总前哨站净胜血量"": -371, ""局均总基地净胜血量"": -658, ""胜/平/负"": ""0/0/3"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,565,南部赛区,A组,16,北京信息科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/532bbb76-84d6-44d8-807d-4047f77027f6,星辰,0/0/3,0,-4,-296,-24,2279,"{""对手分"": -4, ""局均全队总伤害血量"": 2279, ""局均总前哨站净胜血量"": -24, ""局均总基地净胜血量"": -296, ""胜/平/负"": ""0/0/3"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,565,南部赛区,B组,1,太原理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/bcceed5a-13b9-4a19-8236-56b2bb40b58b,TRoMaC,3/0/0,3,11,2354,142,7226,"{""对手分"": 11, ""局均全队总伤害血量"": 7226, ""局均总前哨站净胜血量"": 142, ""局均总基地净胜血量"": 2354, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,565,南部赛区,B组,2,哈尔滨工业大学（深圳）,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/e67c1d7c-25e6-4491-9f63-58c7bdba727e,南工骁鹰,3/0/0,3,-9,2317,417,5880,"{""对手分"": -9, ""局均全队总伤害血量"": 5880, ""局均总前哨站净胜血量"": 417, ""局均总基地净胜血量"": 2317, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,565,南部赛区,B组,3,华南农业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c1b63e9f-b50d-47f2-aa0d-c6517e3b4666,Taurus,3/0/1,3,9,2584,105,8364,"{""对手分"": 9, ""局均全队总伤害血量"": 8364, ""局均总前哨站净胜血量"": 105, ""局均总基地净胜血量"": 2584, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,565,南部赛区,B组,4,南方科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665910623-logo_orange_800x800.png,ARTINX,3/0/1,3,6,1040,29,6277,"{""对手分"": 6, ""局均全队总伤害血量"": 6277, ""局均总前哨站净胜血量"": 29, ""局均总基地净胜血量"": 1040, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,565,南部赛区,B组,5,深圳大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667668942-logo_red_800x800.png,RobotPilots,3/0/1,3,1,2231,0,7583,"{""对手分"": 1, ""局均全队总伤害血量"": 7583, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 2231, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,565,南部赛区,B组,6,五邑大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525678640816-logo_glod_800x800.png,IMCA,3/0/2,3,1,1157,37,6265,"{""对手分"": 1, ""局均全队总伤害血量"": 6265, ""局均总前哨站净胜血量"": 37, ""局均总基地净胜血量"": 1157, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,565,南部赛区,B组,7,电子科技大学中山学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/6784aac0-42fc-4ffd-9e1c-cc27427022e3,RoboBraver,3/0/2,3,-2,1627,150,6487,"{""对手分"": -2, ""局均全队总伤害血量"": 6487, ""局均总前哨站净胜血量"": 150, ""局均总基地净胜血量"": 1627, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,565,南部赛区,B组,8,北京理工大学（珠海）,https://rm-static.djicdn.com/games-backend/ada10511-ba40-41bd-9703-3e53d888e8cb,毅恒,3/0/2,3,-10,-891,-18,3470,"{""对手分"": -10, ""局均全队总伤害血量"": 3470, ""局均总前哨站净胜血量"": -18, ""局均总基地净胜血量"": -891, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,565,南部赛区,B组,9,东莞理工学院,https://rm-static.djicdn.com/games-backend/3bd2e359-b240-4c01-8390-e3a59e59b123,ACE,2/0/3,2,11,-2029,72,4158,"{""对手分"": 11, ""局均全队总伤害血量"": 4158, ""局均总前哨站净胜血量"": 72, ""局均总基地净胜血量"": -2029, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,565,南部赛区,B组,10,东北大学秦皇岛分校,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/84e03632-7d92-498b-9150-24d51a28a8d4,征龙凌沧,2/0/3,2,-2,-971,0,4266,"{""对手分"": -2, ""局均全队总伤害血量"": 4266, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -971, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,565,南部赛区,B组,11,福建理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/2e4a88a1-9d5b-4d21-bae7-1a528564acda,苍侠,2/0/3,2,-4,-737,108,4394,"{""对手分"": -4, ""局均全队总伤害血量"": 4394, ""局均总前哨站净胜血量"": 108, ""局均总基地净胜血量"": -737, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,565,南部赛区,B组,12,广西大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/0e0ea8db-28cd-444e-a013-bc0dcc2c0ea8,ROBOTZ,1/0/3,1,5,-2047,-302,2770,"{""对手分"": 5, ""局均全队总伤害血量"": 2770, ""局均总前哨站净胜血量"": -302, ""局均总基地净胜血量"": -2047, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,565,南部赛区,B组,13,香港科技大学（广州）,https://terra-us-pro-rm-prod-pub-us.s3.amazonaws.com/da84bc27e35640e4b9feecd839639d57/7324a5d9-4801-4616-bbdc-ac1527b7f51d,PnX,1/0/3,1,-1,-1625,-43,3066,"{""对手分"": -1, ""局均全队总伤害血量"": 3066, ""局均总前哨站净胜血量"": -43, ""局均总基地净胜血量"": -1625, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,565,南部赛区,B组,14,成都信息工程大学,https://rm-static.djicdn.com/games-backend/d94885b4-1f51-4708-8dde-4d55f90c3210,风信子,1/0/3,1,-1,-2247,-56,2579,"{""对手分"": -1, ""局均全队总伤害血量"": 2579, ""局均总前哨站净胜血量"": -56, ""局均总基地净胜血量"": -2247, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,565,南部赛区,B组,15,华北理工大学,https://rm-static.djicdn.com/games-backend/bacf4bb8-0048-41ae-ae4c-f92820977370,Horizon,0/0/3,0,-3,-1557,-290,2080,"{""对手分"": -3, ""局均全队总伤害血量"": 2080, ""局均总前哨站净胜血量"": -290, ""局均总基地净胜血量"": -1557, ""胜/平/负"": ""0/0/3"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,565,南部赛区,B组,16,北京工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/8e9cca8d-1cf4-4ff2-adb9-1dab9e3062ef,PIP,0/0/3,0,-11,-572,-564,2063,"{""对手分"": -11, ""局均全队总伤害血量"": 2063, ""局均总前哨站净胜血量"": -564, ""局均总基地净胜血量"": -572, ""胜/平/负"": ""0/0/3"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,566,中部赛区,A组,1,浙江大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1532425365935-logo_blue_800x800.png,Hello World,3/0/0,3,-2,3402,832,7754,"{""对手分"": -2, ""局均全队总伤害血量"": 7754, ""局均总前哨站净胜血量"": 832, ""局均总基地净胜血量"": 3402, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,A组,2,哈尔滨工程大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525665837757-logo_blue_800x800.png,创梦之翼,3/0/0,3,-2,2500,111,6431,"{""对手分"": -2, ""局均全队总伤害血量"": 6431, ""局均总前哨站净胜血量"": 111, ""局均总基地净胜血量"": 2500, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,A组,3,武汉工程大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/a413c7fa-e03f-4b01-922a-fc05d46aba6f,Nautilus,3/0/1,3,11,1366,150,6969,"{""对手分"": 11, ""局均全队总伤害血量"": 6969, ""局均总前哨站净胜血量"": 150, ""局均总基地净胜血量"": 1366, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,A组,4,哈尔滨工业大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/830c2cbd-31e5-4fea-9015-cb6ec9fa5224, I Hiter,3/0/1,3,-3,1344,212,6759,"{""对手分"": -3, ""局均全队总伤害血量"": 6759, ""局均总前哨站净胜血量"": 212, ""局均总基地净胜血量"": 1344, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,A组,5,东北林业大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525678704382-logo_green_800x800.png,Ares,3/0/1,3,-9,833,96,5430,"{""对手分"": -9, ""局均全队总伤害血量"": 5430, ""局均总前哨站净胜血量"": 96, ""局均总基地净胜血量"": 833, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,A组,6,西安交通大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525666415627-logo_red_800x800.png,笃行,3/0/2,3,4,1117,268,6977,"{""对手分"": 4, ""局均全队总伤害血量"": 6977, ""局均总前哨站净胜血量"": 268, ""局均总基地净胜血量"": 1117, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,A组,7,沈阳理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/be475077-4807-4b5d-b452-f007b66de8f2,Ambition,3/0/2,3,-3,-388,-44,3843,"{""对手分"": -3, ""局均全队总伤害血量"": 3843, ""局均总前哨站净胜血量"": -44, ""局均总基地净胜血量"": -388, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,A组,8,西南石油大学,https://rm-static.djicdn.com/games-backend/f38fc0f1-431a-4794-8fa9-8f654b3c3fda,铁人,3/0/2,3,-9,614,-58,4896,"{""对手分"": -9, ""局均全队总伤害血量"": 4896, ""局均总前哨站净胜血量"": -58, ""局均总基地净胜血量"": 614, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,A组,9,合肥工业大学（宣城校区）,https://rm-static.djicdn.com/games-backend/0eceda60-9654-4614-8d02-6076506c44e8,WDR,2/0/3,2,6,-886,110,4963,"{""对手分"": 6, ""局均全队总伤害血量"": 4963, ""局均总前哨站净胜血量"": 110, ""局均总基地净胜血量"": -886, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,566,中部赛区,A组,10,合肥工业大学,https://rm-static.djicdn.com/games-backend/ca9eb3e2-b6da-4853-8bea-2c399403a07f,苍穹,2/0/3,2,3,-2080,252,3052,"{""对手分"": 3, ""局均全队总伤害血量"": 3052, ""局均总前哨站净胜血量"": 252, ""局均总基地净胜血量"": -2080, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,566,中部赛区,A组,11,成都大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/3b03a9b4-d828-472c-9fd1-69e7087800af,Ultra,2/0/3,2,-3,-173,-233,4248,"{""对手分"": -3, ""局均全队总伤害血量"": 4248, ""局均总前哨站净胜血量"": -233, ""局均总基地净胜血量"": -173, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,566,中部赛区,A组,12,国防科技大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/b25088a6-06fd-41a3-883f-bfbf29e7383f,军临,1/0/3,1,5,-639,-512,4044,"{""对手分"": 5, ""局均全队总伤害血量"": 4044, ""局均总前哨站净胜血量"": -512, ""局均总基地净胜血量"": -639, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,566,中部赛区,A组,13,南华大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/3a47924a-603f-4784-a891-9d35a89b2f72,MA,1/0/3,1,5,-1281,-210,3083,"{""对手分"": 5, ""局均全队总伤害血量"": 3083, ""局均总前哨站净胜血量"": -210, ""局均总基地净胜血量"": -1281, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,566,中部赛区,A组,14,湖南大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/8db8bef2-2417-4063-9477-50bae6bc50e7,跃鹿,1/0/3,1,1,-1708,171,3336,"{""对手分"": 1, ""局均全队总伤害血量"": 3336, ""局均总前哨站净胜血量"": 171, ""局均总基地净胜血量"": -1708, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
2025,2025RMUC,RMUC,566,中部赛区,A组,15,长沙理工大学,https://rm-static.djicdn.com/games-backend/2f1b2f58-a680-4b1d-9ca6-4ce38c62f3c7,云嵌,0/0/3,0,5,-2404,-1108,924,"{""对手分"": 5, ""局均全队总伤害血量"": 924, ""局均总前哨站净胜血量"": -1108, ""局均总基地净胜血量"": -2404, ""胜/平/负"": ""0/0/3"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,566,中部赛区,A组,16,湘潭大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/6ee9d64c-9844-47d0-bfa7-4e428fc6d025,逐曦,0/0/3,0,-8,-986,-210,2376,"{""对手分"": -8, ""局均全队总伤害血量"": 2376, ""局均总前哨站净胜血量"": -210, ""局均总基地净胜血量"": -986, ""胜/平/负"": ""0/0/3"", ""胜场数"": 0}"
2025,2025RMUC,RMUC,566,中部赛区,B组,1,上海交通大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525660725241-logo_red_800x800.png,交龙,3/0/0,3,9,1683,284,7856,"{""对手分"": 9, ""局均全队总伤害血量"": 7856, ""局均总前哨站净胜血量"": 284, ""局均总基地净胜血量"": 1683, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,B组,2,南京航空航天大学金城学院,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/37ffc1d5-bfaa-472a-8584-2158ca7aa8d5,Born of Fire,3/0/0,3,-5,3486,199,7768,"{""对手分"": -5, ""局均全队总伤害血量"": 7768, ""局均总前哨站净胜血量"": 199, ""局均总基地净胜血量"": 3486, ""胜/平/负"": ""3/0/0"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,B组,3,中国科学技术大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/c3c27ffa-22a3-438d-b9c6-3e46caff042c,RoboWalker,3/0/1,3,7,1139,0,8082,"{""对手分"": 7, ""局均全队总伤害血量"": 8082, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 1139, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,B组,4,西北工业大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525674854703-logo_blue_800x800.png,WMJ,3/0/1,3,1,2098,156,6793,"{""对手分"": 1, ""局均全队总伤害血量"": 6793, ""局均总前哨站净胜血量"": 156, ""局均总基地净胜血量"": 2098, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,B组,5,南昌大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525699199414-logo_blue_800x800.png,Passion,3/0/1,3,0,2227,0,7026,"{""对手分"": 0, ""局均全队总伤害血量"": 7026, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 2227, ""胜/平/负"": ""3/0/1"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,B组,6,中南大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525676967503-logo_blue_800x800.png,FYT,3/0/2,3,6,-529,58,6114,"{""对手分"": 6, ""局均全队总伤害血量"": 6114, ""局均总前哨站净胜血量"": 58, ""局均总基地净胜血量"": -529, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,B组,7,华东理工大学,https://terra-cn-oss-cdn-public-pro.oss-cn-hangzhou.aliyuncs.com/b2a076471c6c4b72b574a977334d3e05/bbd1ecfe-4c6a-4b6d-927f-c13e4782d613,起源,3/0/2,3,-1,1162,148,6555,"{""对手分"": -1, ""局均全队总伤害血量"": 6555, ""局均总前哨站净胜血量"": 148, ""局均总基地净胜血量"": 1162, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,B组,8,四川大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525667988074-logo_red_800x800.png,火锅,3/0/2,3,-10,420,228,5676,"{""对手分"": -10, ""局均全队总伤害血量"": 5676, ""局均总前哨站净胜血量"": 228, ""局均总基地净胜血量"": 420, ""胜/平/负"": ""3/0/2"", ""胜场数"": 3}"
2025,2025RMUC,RMUC,566,中部赛区,B组,9,西安电子科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525676832533-logo_red_800x800.png,IRobot,2/0/3,2,6,473,0,6735,"{""对手分"": 6, ""局均全队总伤害血量"": 6735, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": 473, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,566,中部赛区,B组,10,安徽信息工程学院,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525668159005-logo_blue_800x800.png,Artisans,2/0/3,2,-2,-1165,51,5149,"{""对手分"": -2, ""局均全队总伤害血量"": 5149, ""局均总前哨站净胜血量"": 51, ""局均总基地净胜血量"": -1165, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,566,中部赛区,B组,11,西南交通大学,https://rm-static.djicdn.com/games-backend/93b621b9-590d-427d-bba9-6f4836910654,Helios,2/0/3,2,-5,-892,39,5520,"{""对手分"": -5, ""局均全队总伤害血量"": 5520, ""局均总前哨站净胜血量"": 39, ""局均总基地净胜血量"": -892, ""胜/平/负"": ""2/0/3"", ""胜场数"": 2}"
2025,2025RMUC,RMUC,566,中部赛区,B组,12,河北科技大学,https://pro-robomasters-hz-n5i3.oss-cn-hangzhou.aliyuncs.com/teams/1525678437924-logo_blue_800x800.png,Actor&Thinker,1/0/3,1,10,-2087,0,4738,"{""对手分"": 10, ""局均全队总伤害血量"": 4738, ""局均总前哨站净胜血量"": 0, ""局均总基地净胜血量"": -2087, ""胜/平/负"": ""1/0/3"", ""胜场数"": 1}"
